id,propertyType,forSale,price,location,preciseLocation,squareFootage,propertySquareFootage,yearOfBuilding,floor,totalFloors,inRegistry,heating,numberOfRooms,numberOfToilets,parking,hasElevator,hasTerrace
46700,1,1,1974500,Beograd,"Savski Venac",489,NULL,2020,3,3,1,NULL,5,4,1,1,1
46493,1,1,1824260,Beograd,"Savski Venac",350,NULL,2020,0,2,1,"centralno grejanje",4,NULL,NULL,1,1
46518,1,1,1510280,Beograd,"Savski Venac",290,NULL,2020,2,2,1,"centralno grejanje",4,NULL,NULL,1,1
46468,1,1,1418400,Beograd,"Savski Venac",272,NULL,2020,1,2,1,"centralno grejanje",4,NULL,NULL,1,1
46508,1,1,1361040,Beograd,"Savski Venac",261,NULL,2020,0,2,1,"centralno grejanje",4,NULL,NULL,1,1
11350,0,1,1280000,"Novi Sad","Gradske lokacije",272,NULL,2020,NULL,NULL,NULL,"grejanje na gas",NULL,NULL,NULL,NULL,NULL
46392,1,1,960888,Beograd,"Savski Venac",172,NULL,2020,17,17,0,"centralno grejanje",5,NULL,1,1,1
46388,1,1,955888,Beograd,"Savski Venac",203,NULL,2020,17,17,0,"centralno grejanje",5,NULL,1,1,1
36491,1,1,850000,Beograd,"Savski Venac",260,NULL,2020,0,3,1,"grejanje na gas",4,1,1,1,1
46616,1,1,816400,Beograd,"Savski Venac",152,NULL,2020,2,3,1,NULL,4,3,NULL,1,1
44339,1,1,684500,Beograd,Vracar,185,NULL,2020,4,6,NULL,NULL,4,3,1,NULL,1
22490,1,1,656888,Beograd,"Savski Venac",136,NULL,2020,4,17,0,"centralno grejanje",4,NULL,1,1,1
46194,1,1,656850,Beograd,"Savski Venac",227,NULL,2020,2,2,NULL,NULL,4,NULL,1,1,1
49524,1,1,600440,Beograd,Vracar,177,NULL,2020,3,8,NULL,"centralno grejanje",5,NULL,1,1,1
51360,1,1,553888,Beograd,"Savski Venac",74,NULL,2020,30,NULL,NULL,"centralno grejanje",2,3,NULL,1,1
44214,1,1,539000,Beograd,Vracar,154,NULL,2020,4,4,1,NULL,3,2,1,NULL,1
46018,1,1,520000,Beograd,"Savski Venac",138,NULL,2020,2,3,1,"podno grejanje",4,NULL,1,1,1
33617,1,1,504000,Beograd,Vracar,126,NULL,2020,1,5,1,NULL,4,2,NULL,1,NULL
44392,1,1,504000,Beograd,Vracar,132,NULL,2020,2,4,1,NULL,4,2,NULL,NULL,NULL
22938,1,1,500000,Beograd,Vracar,125,NULL,2020,2,5,1,NULL,4,3,1,1,1
44412,1,1,500000,Beograd,Vracar,125,NULL,2020,2,5,1,NULL,4,2,NULL,1,1
47929,1,1,500000,Subotica,"Gradske lokacije",282,NULL,2020,6,6,1,"grejanje na gas",5,3,1,1,1
10302,1,1,499000,Beograd,"Stari Grad opstina",160,NULL,2020,3,8,1,"centralno grejanje",4,3,1,1,NULL
2876,1,1,483900,"Novi Sad","Gradske lokacije",204,NULL,2020,2,2,NULL,NULL,4,NULL,NULL,1,1
44398,1,1,480000,Beograd,Vracar,133,NULL,2020,1,4,1,NULL,4,2,NULL,NULL,NULL
51678,1,1,479888,Beograd,"Savski Venac",140,NULL,2020,12,14,0,"centralno grejanje",4,NULL,1,1,1
59475,1,1,473220,Beograd,"Zemun opstina",239,NULL,2020,2,2,NULL,"etazno grejanje",5,NULL,NULL,1,1
59171,1,1,471240,Beograd,"Zemun opstina",238,NULL,2020,2,2,NULL,NULL,5,NULL,1,1,1
21620,1,1,467500,Beograd,"Stari Grad opstina",169,NULL,2020,6,6,NULL,"etazno grejanje",4,NULL,1,1,1
44602,1,1,465640,Beograd,Vracar,133,NULL,2020,2,3,1,NULL,4,2,NULL,NULL,NULL
24640,0,1,465000,"Novi Sad","Gradske lokacije",350,NULL,2020,NULL,NULL,NULL,"grejanje na gas",NULL,NULL,NULL,NULL,NULL
10305,1,1,464000,Beograd,"Palilula opstina",160,NULL,2020,4,6,0,NULL,5,NULL,NULL,NULL,NULL
47198,1,1,461218,Beograd,Vracar,149,NULL,2020,3,5,NULL,"centralno grejanje",5,NULL,1,1,1
44492,1,1,460000,Beograd,Vracar,170,NULL,2020,4,4,1,"centralno grejanje",4,NULL,1,1,1
46041,1,1,451000,Beograd,"Savski Venac",209,NULL,2020,4,4,1,NULL,4,NULL,1,1,1
23025,1,1,450000,Beograd,"Palilula opstina",180,NULL,2020,6,6,1,"centralno grejanje",5,4,1,1,1
19507,1,1,449000,Beograd,Vracar,130,NULL,2020,2,4,1,NULL,4,3,1,1,1
36601,1,1,437400,Beograd,"Palilula opstina",162,NULL,2020,4,5,0,NULL,4,NULL,NULL,NULL,1
34154,1,1,422940,Beograd,Vracar,121,NULL,2020,6,8,NULL,"centralno grejanje",4,NULL,1,1,1
53510,1,1,420888,Beograd,"Savski Venac",144,NULL,2020,13,21,NULL,"centralno grejanje",3,NULL,1,1,1
21520,1,1,420000,Beograd,"Stari Grad opstina",120,NULL,2020,5,9,NULL,"centralno grejanje",4,3,1,1,1
23531,1,1,419900,Beograd,"Stari Grad opstina",120,NULL,2020,5,9,1,"centralno grejanje",4,NULL,1,1,NULL
58550,1,1,416000,Beograd,"Stari Grad opstina",160,NULL,2020,5,6,1,"centralno grejanje",5,2,NULL,1,1
44455,1,1,403000,Beograd,Vracar,130,NULL,2020,3,5,NULL,"centralno grejanje",4,NULL,1,1,1
33540,1,1,401700,"Novi Sad","Gradske lokacije",190,NULL,2020,1,2,NULL,"grejanje na gas",4,NULL,NULL,NULL,1
45868,1,1,399958,Beograd,"Palilula opstina",153,NULL,2020,6,6,NULL,NULL,5,4,NULL,NULL,1
34193,1,1,399000,Beograd,Vracar,114,NULL,2020,4,8,NULL,"centralno grejanje",4,NULL,1,1,1
49417,1,1,398000,Beograd,"Vozdovac opstina",175,NULL,2020,5,5,1,"etazno grejanje",4.5,NULL,1,1,1
29486,1,1,390000,Beograd,"Vozdovac opstina",150,NULL,2020,3,3,1,"podno grejanje",5,2,1,1,1
46374,1,1,387888,Beograd,"Savski Venac",119,NULL,2020,23,23,0,"centralno grejanje",4,NULL,1,1,1
2872,1,1,384000,"Novi Sad","Gradske lokacije",136,NULL,2020,13,14,1,NULL,4,NULL,1,1,1
36110,1,1,382888,Beograd,"Savski Venac",123,NULL,2020,15,23,NULL,"centralno grejanje",3,1,NULL,1,1
56518,1,1,380011,Beograd,"Savski Venac",183,NULL,2020,4,4,1,NULL,5,4,1,NULL,1
10177,1,1,380000,Beograd,"Savski Venac",183,NULL,2020,3,4,1,NULL,5,NULL,1,1,1
44393,1,1,378840,Beograd,Vracar,123,NULL,2020,3,5,NULL,"centralno grejanje",4,NULL,1,1,1
50295,1,1,378840,Beograd,Vracar,123,NULL,2020,3,5,NULL,"centralno grejanje",3.5,NULL,1,1,1
46431,1,1,370888,Beograd,"Savski Venac",110,NULL,2020,17,19,0,"centralno grejanje",4,NULL,1,1,1
2164,0,1,365000,"Novi Sad","Gradske lokacije",168,39500,2020,NULL,NULL,1,"podno grejanje",5,3,1,NULL,1
46632,1,1,364000,Beograd,"Savski Venac",130,NULL,2020,1,2,0,NULL,3,NULL,1,1,1
36303,1,1,360500,"Novi Sad","Gradske lokacije",139,NULL,2020,0,2,NULL,"grejanje na gas",3.5,NULL,NULL,NULL,1
44112,1,1,357420,Beograd,Vracar,102,NULL,2020,1,3,1,NULL,3,1,NULL,NULL,NULL
46319,1,1,355000,Beograd,"Savski Venac",93,NULL,2020,1,5,0,"centralno grejanje",3,NULL,1,1,1
2427,1,1,351000,Beograd,"Stari Grad opstina",117,NULL,2020,3,5,0,"podno grejanje",4,3,1,1,1
7478,1,1,350000,Beograd,"Vozdovac opstina",178,NULL,2020,1,3,1,"etazno grejanje",6.5,2,NULL,1,1
8295,1,1,350000,Beograd,Vracar,127,NULL,2020,5,5,1,"centralno grejanje",4,1,1,1,1
33785,1,1,350000,Beograd,Vracar,127,NULL,2020,4,6,1,"centralno grejanje",4,3,NULL,1,1
41572,1,1,350000,Beograd,"Vozdovac opstina",112,NULL,2020,1,4,1,"grejanje na struju",4,NULL,1,1,1
8331,1,1,349250,Beograd,Vracar,127,NULL,2020,4,5,1,"centralno grejanje",4,1,1,1,1
51475,1,1,341011,Beograd,"Savski Venac",131,NULL,2020,2,4,1,NULL,4,3,NULL,NULL,1
44151,1,1,341000,Beograd,Vracar,154,NULL,2020,6,7,NULL,"centralno grejanje",5,NULL,1,1,1
46265,1,1,341000,Beograd,"Savski Venac",131,NULL,2020,2,4,1,NULL,4,NULL,1,1,1
46402,1,1,338888,Beograd,"Savski Venac",119,NULL,2020,11,23,0,"centralno grejanje",4,NULL,1,1,1
36502,1,1,337500,Beograd,"Savski Venac",132,NULL,2020,3,4,NULL,NULL,4,3,1,NULL,1
36512,1,1,331000,Beograd,"Savski Venac",131,NULL,2020,2,4,NULL,NULL,4,3,1,NULL,1
41874,1,1,330000,Beograd,Vracar,150,NULL,2020,6,6,1,"centralno grejanje",5,NULL,1,1,1
44318,1,1,320300,Beograd,Vracar,128,NULL,2020,5,5,0,"centralno grejanje",3,NULL,1,1,1
21573,1,1,318980,Beograd,"Savski Venac",132,NULL,2020,4,4,1,NULL,4,NULL,1,1,NULL
44473,1,1,318725,Beograd,Vracar,128,NULL,2020,4,5,0,"centralno grejanje",4,NULL,1,1,1
41604,1,1,318000,Beograd,"Vozdovac opstina",99,NULL,2020,2,2,NULL,NULL,4,NULL,1,1,1
53502,1,1,313888,Beograd,"Savski Venac",111,NULL,2020,9,21,NULL,"centralno grejanje",3,NULL,1,1,1
35673,1,1,310000,Beograd,"Palilula opstina",193,NULL,2020,7,7,1,"centralno grejanje",4,5,NULL,1,1
41609,1,1,308750,Beograd,"Vozdovac opstina",136,NULL,2020,5,5,1,"etazno grejanje",3,NULL,1,1,1
36523,1,1,305000,Beograd,"Savski Venac",132,NULL,2020,1,NULL,NULL,NULL,4,3,1,NULL,1
21680,1,1,294250,Beograd,"Stari Grad opstina",107,NULL,2020,6,6,0,"centralno grejanje",4,3,1,1,1
46540,1,1,291537,Beograd,"Savski Venac",100,NULL,2020,1,NULL,1,"centralno grejanje",3,NULL,1,1,1
21694,1,1,289000,Beograd,"Stari Grad opstina",95,NULL,2020,8,8,0,"centralno grejanje",4,NULL,1,1,1
25064,1,1,289000,Beograd,"Stari Grad opstina",95,NULL,2020,8,8,NULL,"centralno grejanje",4,NULL,1,1,1
1082,0,1,288400,"Novi Sad","Gradske lokacije",68,38400,2020,NULL,NULL,1,"grejanje na gas",4,2,NULL,NULL,1
4733,0,1,288400,"Novi Sad","Gradske lokacije",125,390,2020,NULL,NULL,NULL,"grejanje na gas",4,NULL,1,NULL,1
44211,1,1,288300,Beograd,Vracar,95,NULL,2020,3,5,NULL,"centralno grejanje",3,NULL,1,1,1
53594,1,1,285888,Beograd,"Savski Venac",87,NULL,2020,8,14,0,"centralno grejanje",3,NULL,1,1,1
54856,1,1,285000,Beograd,"Savski Venac",83,NULL,2020,9,17,0,"centralno grejanje",3,NULL,1,1,1
8938,1,1,282450,Beograd,Vracar,109,NULL,2020,2,7,0,"centralno grejanje",4,NULL,1,1,1
35836,1,1,280000,Beograd,"Palilula opstina",159,NULL,2020,3,3,1,NULL,3,2,NULL,NULL,NULL
35961,1,1,280000,Beograd,"Palilula opstina",159,NULL,2020,3,3,1,"podno grejanje",3,NULL,1,1,1
36527,1,1,277200,Beograd,"Savski Venac",126,NULL,2020,NULL,NULL,NULL,NULL,4,3,1,NULL,1
59453,1,1,277200,"Novi Sad","Gradske lokacije",117,NULL,2020,1,2,NULL,NULL,5,NULL,NULL,NULL,1
46146,1,1,276888,Beograd,"Savski Venac",92,NULL,2020,6,19,0,"centralno grejanje",3,NULL,1,1,1
44291,1,1,273471,Beograd,Vracar,82,NULL,2020,0,3,1,NULL,3,2,NULL,NULL,NULL
45921,1,1,270112,Beograd,"Novi Beograd",86,NULL,2020,2,10,NULL,"centralno grejanje",3,NULL,NULL,1,1
35933,1,1,264000,Beograd,"Savski Venac",83,NULL,2020,9,17,NULL,"centralno grejanje",2,NULL,1,1,1
23887,1,1,259000,Beograd,"Stari Grad opstina",84,NULL,2020,5,5,1,"grejanje na struju",3,NULL,NULL,1,1
8016,1,1,255208,Beograd,Vracar,88,NULL,2020,5,9,0,"centralno grejanje",3,1,1,1,1
32803,1,1,254000,Beograd,"Vozdovac opstina",127,NULL,2020,NULL,NULL,NULL,"centralno grejanje",4,2,NULL,1,NULL
37126,1,1,252500,Beograd,"Palilula opstina",75,NULL,2020,1,4,NULL,"etazno grejanje",3,NULL,1,1,1
51316,1,1,252500,Beograd,"Novi Beograd",101,NULL,2020,8,10,1,NULL,3,NULL,NULL,NULL,1
59168,1,1,251750,Beograd,"Zemun opstina",145,NULL,2020,2,2,NULL,NULL,5,NULL,1,1,1
56886,1,1,250800,Beograd,Vracar,95,NULL,2020,2,4,0,"centralno grejanje",4,NULL,1,1,1
33749,1,1,250000,Beograd,Vracar,95,NULL,2020,2,4,0,"centralno grejanje",4,NULL,1,1,1
44295,1,1,250000,Beograd,Vracar,95,NULL,2020,1,3,NULL,"centralno grejanje",4,NULL,1,1,1
60722,1,1,250000,Irig,"Gradske lokacije",111,NULL,2020,1,1,1,"grejanje na gas",4,NULL,1,NULL,1
60728,1,1,250000,Irig,"Gradske lokacije",110,NULL,2020,0,1,1,"grejanje na gas",4,NULL,1,NULL,1
22530,1,1,249900,Beograd,"Novi Beograd",115,NULL,2020,3,4,NULL,"centralno grejanje",4,NULL,1,1,1
22542,1,1,249900,Beograd,"Novi Beograd",115,NULL,2020,2,4,NULL,"centralno grejanje",4,NULL,1,1,1
21574,1,1,249100,Beograd,"Stari Grad opstina",94,NULL,2020,1,6,NULL,"etazno grejanje",4,NULL,1,1,1
32559,1,1,248000,Beograd,"Vozdovac opstina",124,NULL,2020,2,5,NULL,"centralno grejanje",4,2,NULL,1,NULL
17781,1,1,247500,Beograd,"Vozdovac opstina",115,NULL,2020,0,5,NULL,"centralno grejanje",4,NULL,1,1,1
3554,1,1,247220,Beograd,"Zvezdara opstina",94,NULL,2020,5,7,1,"podno grejanje",4,1,1,1,1
2969,1,1,245050,"Novi Sad","Gradske lokacije",118,NULL,2020,1,2,NULL,NULL,4,NULL,NULL,1,1
51383,1,1,244888,Beograd,"Savski Venac",88,NULL,2020,2,23,0,"centralno grejanje",3,NULL,1,1,1
54467,1,1,243320,Beograd,Vracar,79,NULL,2020,2,5,NULL,"centralno grejanje",3,NULL,1,1,1
33816,1,1,243000,Beograd,Vracar,92,NULL,2020,1,4,0,"centralno grejanje",4,NULL,1,1,1
44321,1,1,242900,Beograd,Vracar,92,NULL,2020,1,3,NULL,"centralno grejanje",4,NULL,1,1,1
56891,1,1,242900,Beograd,Vracar,92,NULL,2020,4,4,0,"centralno grejanje",4,NULL,1,1,1
52047,1,1,242095,"Novi Sad","Gradske lokacije",138,NULL,2020,0,5,NULL,"grejanje na gas",2,1,NULL,1,NULL
24265,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,2,2,NULL,NULL,4,NULL,1,NULL,1
24386,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,1,3,1,"centralno grejanje",4,NULL,1,1,1
24526,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,0,2,NULL,NULL,4,NULL,1,NULL,1
24532,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,1,2,NULL,NULL,4,NULL,1,NULL,1
26299,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,0,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26303,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,0,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26311,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,1,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26317,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,1,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26333,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,2,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26343,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,0,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26352,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,2,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26357,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,2,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
26362,1,1,242050,"Novi Sad","Gradske lokacije",127,NULL,2020,1,2,NULL,"centralno grejanje",4,NULL,NULL,1,1
38001,0,1,242000,"Novi Sad","Gradske lokacije",154,NULL,2020,NULL,NULL,NULL,"grejanje na gas",NULL,NULL,NULL,NULL,NULL
51584,1,1,239200,"Novi Sad","Gradske lokacije",116,NULL,2020,5,5,NULL,"grejanje na gas",4,NULL,NULL,1,1
33509,1,1,239000,Beograd,Vracar,95,NULL,2020,4,5,0,NULL,4,NULL,NULL,NULL,1
46059,1,1,236900,Beograd,"Savski Venac",59,NULL,2020,2,5,1,"centralno grejanje",2,1,1,1,NULL
37095,1,1,235600,Beograd,"Palilula opstina",70,NULL,2020,1,4,NULL,"etazno grejanje",3,NULL,1,1,1
44280,1,1,235400,Beograd,Vracar,95,NULL,2020,1,4,0,"centralno grejanje",4,NULL,NULL,NULL,1
10920,1,1,235000,Beograd,"Cukarica opstina",102,NULL,2020,2,4,1,NULL,4,NULL,1,1,1
10947,1,1,235000,Beograd,"Cukarica opstina",102000,NULL,2020,2,4,1,"grejanje na gas",3.5,NULL,NULL,1,NULL
21106,1,1,235000,Beograd,"Cukarica opstina",103,NULL,2020,2,4,1,"grejanje na gas",3.5,2,NULL,1,1
22512,1,1,235000,Beograd,"Cukarica opstina",102,NULL,2020,2,4,1,"centralno grejanje",4,NULL,1,1,1
2883,1,1,234500,"Novi Sad","Gradske lokacije",99,NULL,2020,0,2,1,NULL,4,NULL,NULL,1,1
25149,1,1,233650,"Novi Sad","Gradske lokacije",98,NULL,2020,0,2,NULL,NULL,3.5,NULL,NULL,1,1
49320,1,1,231750,"Novi Sad","Gradske lokacije",76,NULL,2020,7,NULL,1,"centralno grejanje",3,NULL,NULL,1,1
50902,1,1,230550,Beograd,"Zemun opstina",136,NULL,2020,2,2,NULL,NULL,4,NULL,1,1,1
17332,0,1,230000,Kragujevac,"Gradske lokacije",275,500,2020,NULL,NULL,1,"podno grejanje",9,3,1,NULL,1
22387,1,1,230000,Beograd,"Savski Venac",60,NULL,2020,2,5,NULL,"centralno grejanje",2,NULL,1,1,NULL
29590,1,1,230000,Beograd,"Vozdovac opstina",94,NULL,2020,3,6,1,NULL,3,2,1,1,1
54819,1,1,229888,Beograd,"Savski Venac",79,NULL,2020,2,24,0,"centralno grejanje",3,NULL,1,1,1
36052,1,1,229000,Beograd,"Vozdovac opstina",107,NULL,2020,5,5,NULL,"podno grejanje",2.5,NULL,1,1,1
44534,1,1,228200,Beograd,Vracar,95,NULL,2020,1,4,0,NULL,4,2,NULL,NULL,1
44574,1,1,228200,Beograd,Vracar,95,NULL,2020,2,4,0,NULL,4,2,NULL,NULL,1
44531,1,1,228000,Beograd,Vracar,95,NULL,2020,2,4,0,"centralno grejanje",4,NULL,1,1,1
44545,1,1,228000,Beograd,Vracar,95,NULL,2020,1,4,0,"centralno grejanje",4,NULL,1,1,1
55432,1,1,228000,Beograd,Vracar,95,NULL,2020,1,4,NULL,"centralno grejanje",4,NULL,NULL,1,1
44290,1,1,225500,Beograd,Vracar,82,NULL,2020,1,3,NULL,NULL,2.5,1,1,1,1
50894,1,1,222950,Beograd,"Zemun opstina",91,NULL,2020,1,2,NULL,NULL,4,NULL,1,1,1
36705,1,1,222750,Beograd,"Palilula opstina",82,NULL,2020,1,5,0,NULL,3,2,NULL,NULL,NULL
33948,1,1,221760,Beograd,Vracar,96,NULL,2020,0,7,NULL,NULL,4,NULL,NULL,1,NULL
44501,1,1,221500,Beograd,Vracar,92,NULL,2020,1,4,0,NULL,4,2,NULL,NULL,1
44571,1,1,221500,Beograd,Vracar,92,NULL,2020,0,4,0,NULL,4,2,NULL,NULL,1
37256,1,1,221000,Beograd,"Stari Grad opstina",82,NULL,2020,3,6,1,"centralno grejanje",3.5,2,NULL,1,1
22331,1,1,220888,Beograd,"Savski Venac",82,NULL,2020,1,21,NULL,"centralno grejanje",2,1,NULL,1,1
20435,1,1,220800,"Novi Sad","Gradske lokacije",134,NULL,2020,6,6,NULL,"centralno grejanje",4,NULL,NULL,1,1
3544,1,1,220000,Beograd,"Zvezdara opstina",85,NULL,2020,0,7,1,"podno grejanje",4,2,1,1,1
25395,1,1,220000,Beograd,"Zvezdara opstina",85,NULL,2020,0,6,1,"podno grejanje",4,2,1,1,1
29599,1,1,220000,Beograd,"Vozdovac opstina",80,NULL,2020,0,6,1,NULL,3,2,1,1,1
21798,1,1,215000,Beograd,"Stari Grad opstina",78,NULL,2020,3,6,1,"centralno grejanje",2,1,NULL,1,NULL
21830,1,1,215000,Beograd,"Stari Grad opstina",78,NULL,2020,4,6,1,"centralno grejanje",2,1,NULL,1,NULL
21846,1,1,215000,Beograd,"Stari Grad opstina",78,NULL,2020,2,6,1,"centralno grejanje",2,1,NULL,1,NULL
21859,1,1,215000,Beograd,"Stari Grad opstina",78,NULL,2020,1,6,1,"centralno grejanje",2,1,NULL,1,NULL
51244,1,1,215000,Beograd,"Novi Beograd",76,NULL,2020,4,7,NULL,"centralno grejanje",3,NULL,NULL,1,1
51598,1,1,210900,"Novi Sad","Gradske lokacije",128,NULL,2020,3,4,NULL,"grejanje na gas",4,NULL,NULL,1,1
34126,1,1,210048,Beograd,Vracar,88,NULL,2020,6,7,NULL,"centralno grejanje",4,NULL,1,1,1
3425,1,1,210000,Beograd,"Zvezdara opstina",105,NULL,2020,1,6,1,"etazno grejanje",4,NULL,1,1,1
36066,1,1,210000,Beograd,"Stari Grad opstina",78,NULL,2020,2,6,NULL,"centralno grejanje",3,NULL,1,1,1
59045,1,1,210000,Beograd,"Vozdovac opstina",74,NULL,2020,0,6,1,NULL,3,2,1,1,1
46681,1,1,209600,"Novi Sad","Gradske lokacije",113,NULL,2020,3,3,NULL,"grejanje na gas",4,NULL,NULL,1,1
60616,1,1,209500,"Novi Sad","Gradske lokacije",123,NULL,2020,0,2,NULL,"grejanje na gas",5,NULL,NULL,NULL,NULL
44274,1,1,207500,Beograd,Vracar,83,NULL,2020,4,4,NULL,"centralno grejanje",3,1,NULL,1,1
37364,1,1,207000,"Novi Sad","Gradske lokacije",118,NULL,2020,1,4,NULL,"grejanje na gas",4,NULL,NULL,1,1
41782,1,1,205000,Beograd,"Vozdovac opstina",101,NULL,2020,4,5,1,NULL,4,NULL,1,NULL,1
60857,1,1,203900,"Novi Sad","Gradske lokacije",120,NULL,2020,0,4,NULL,"grejanje na gas",5,NULL,NULL,1,1
42598,1,1,203000,"Novi Sad","Gradske lokacije",112,NULL,2020,0,4,NULL,"grejanje na gas",4,NULL,NULL,1,1
16314,1,1,202200,"Novi Sad","Gradske lokacije",85,NULL,2020,4,4,NULL,"centralno grejanje",4,NULL,NULL,1,1
34095,1,1,201300,Beograd,Vracar,87,NULL,2020,5,7,NULL,"centralno grejanje",4,NULL,1,1,1
46241,1,1,201300,Beograd,"Savski Venac",122,NULL,2020,NULL,NULL,NULL,NULL,3,2,1,NULL,1
15189,1,1,200700,"Novi Sad","Gradske lokacije",143,NULL,2020,0,2,NULL,NULL,4,NULL,1,NULL,1
6811,0,1,200000,"Novi Sad","Gradske lokacije",144,400,2020,NULL,NULL,1,"grejanje na gas",4,2,1,NULL,1
10063,1,1,200000,Beograd,"Savski Venac",53,NULL,2020,14,19,0,NULL,2,NULL,1,NULL,1
32784,1,1,200000,Beograd,"Vozdovac opstina",100,NULL,2020,2,5,NULL,"centralno grejanje",4,2,NULL,1,NULL
61070,1,1,200000,Golubac,"Okolne lokacije",200,NULL,2020,2,2,1,NULL,4,8,1,NULL,1
55933,1,1,199820,"Novi Sad","Gradske lokacije",91,NULL,2020,3,5,1,"centralno grejanje",4,NULL,NULL,1,1
37070,1,1,198898,Beograd,"Palilula opstina",75,NULL,2020,3,6,NULL,NULL,3,NULL,1,1,NULL
36252,1,1,198612,Beograd,"Stari Grad opstina",73,NULL,2020,1,7,NULL,"centralno grejanje",3,2,NULL,NULL,1
14383,1,1,198000,Beograd,Vracar,63,NULL,2020,1,5,1,NULL,2,1,NULL,NULL,1
33738,1,1,197600,Beograd,Vracar,80,NULL,2020,0,3,NULL,"centralno grejanje",2,1,NULL,NULL,NULL
33960,1,1,197600,Beograd,Vracar,104,NULL,2020,4,4,1,"centralno grejanje",4,NULL,NULL,1,1
16083,1,1,196200,"Novi Sad","Gradske lokacije",87,NULL,2020,3,4,NULL,"centralno grejanje",3.5,2,NULL,1,1
31207,1,1,196200,"Novi Sad","Gradske lokacije",87,NULL,2020,4,4,NULL,"centralno grejanje",4,2,NULL,1,1
29190,1,1,195700,"Novi Sad","Gradske lokacije",74,NULL,2020,2,11,1,"centralno grejanje",3,1,1,1,1
35907,1,1,195000,Beograd,"Vozdovac opstina",92,NULL,2020,1,4,1,NULL,4,2,NULL,NULL,NULL
51380,1,1,195000,Beograd,"Novi Beograd",89,NULL,2020,3,10,NULL,"centralno grejanje",3,2,1,1,NULL
60698,1,1,194900,"Novi Sad","Gradske lokacije",111,NULL,2020,0,2,NULL,"grejanje na gas",5,NULL,NULL,1,1
8035,1,1,194554,Beograd,Vracar,69,NULL,2020,1,9,0,"centralno grejanje",2.5,2,1,1,1
8070,1,1,194554,Beograd,Vracar,69,NULL,2020,3,9,0,"centralno grejanje",2,1,1,1,NULL
37003,1,1,194425,Beograd,Vracar,56,NULL,2020,6,8,NULL,"centralno grejanje",2,NULL,1,1,1
44296,1,1,194200,Beograd,Vracar,88,NULL,2020,8,11,NULL,NULL,3,NULL,1,1,1
44301,1,1,194200,Beograd,Vracar,88,NULL,2020,1,11,NULL,NULL,3,NULL,1,1,1
33956,1,1,194040,Beograd,Vracar,84,NULL,2020,1,4,NULL,"etazno grejanje",4,NULL,NULL,1,1
37019,1,1,193900,Beograd,"Palilula opstina",74,NULL,2020,3,3,0,"podno grejanje",3,NULL,1,1,1
20521,1,1,192000,"Novi Sad","Gradske lokacije",100,NULL,2020,6,6,NULL,"grejanje na gas",4,NULL,NULL,1,1
46666,1,1,191900,"Novi Sad","Gradske lokacije",103,NULL,2020,1,3,NULL,"grejanje na gas",4,NULL,NULL,1,1
46246,1,1,191200,Beograd,"Savski Venac",79,NULL,2020,2,NULL,NULL,NULL,3,2,1,NULL,1
35212,1,1,191180,Beograd,"Savski Venac",79,NULL,2020,2,4,1,NULL,3,NULL,NULL,1,1
49625,1,1,191000,Beograd,Vracar,83,NULL,2020,2,5,NULL,"centralno grejanje",4,NULL,1,1,NULL
43463,1,1,190674,Beograd,"Vozdovac opstina",87,NULL,2020,3,6,0,"centralno grejanje",3,NULL,NULL,1,1
53565,1,1,190000,Beograd,"Novi Beograd",61,NULL,2020,1,9,0,"centralno grejanje",2,NULL,NULL,1,1
33357,1,1,188628,Beograd,Vracar,86,NULL,2020,1,6,0,"centralno grejanje",4,NULL,NULL,1,1
50888,1,1,188400,Beograd,"Zemun opstina",79,NULL,2020,1,2,NULL,NULL,4,NULL,1,1,1
17772,1,1,188000,Beograd,"Vozdovac opstina",127,NULL,2020,3,3,1,"etazno grejanje",5,NULL,NULL,NULL,1
51386,1,1,188000,Beograd,"Novi Beograd",86,NULL,2020,2,10,NULL,"centralno grejanje",3,2,1,1,NULL
29608,1,1,187850,Beograd,"Vozdovac opstina",83,NULL,2020,1,5,1,"etazno grejanje",3,NULL,1,1,1
